step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
12,TRANSFER,29014.72,C640544906,32851.03,3836.31,C842655945,8467.7,37482.42,0,0
226,CASH_OUT,271405.91,C393812741,351743.19,80337.28,C487845532,38563.86,309969.77,0,0
713,PAYMENT,237.56,C500402051,71389.19,71151.63,M143877840,0.0,0.0,0,0
513,CASH_IN,13128.21,C199970433,75309.66,88437.87,C440599750,87048.29,73920.08,0,0
282,CASH_IN,104006.27,C441044547,235053.0,339059.27,C835530967,14745.65,0.0,0,0
711,TRANSFER,97068.48,C370601194,108716.91,11648.43,C919949214,78902.92,175971.4,0,0
397,PAYMENT,3198.28,C475974981,11870.25,8671.97,M611912454,0.0,0.0,0,0
564,PAYMENT,2118.67,C585429458,26245.96,24127.29,M965318009,0.0,0.0,0,0
326,PAYMENT,163.72,C357765151,480.34,316.62,M970642402,0.0,0.0,0,0
110,CASH_OUT,14628.9,C237769921,69809.23,55180.33,C636737878,62332.12,76961.02,0,0
442,CASH_IN,42788.24,C944535754,154790.67,197578.91,C632937889,212536.12,169747.88,0,0
119,PAYMENT,1676.43,C648235056,13333.43,11657.0,M989351820,0.0,0.0,0,0
356,CASH_OUT,55181.97,C444613644,165792.62,110610.65,C255706743,19541.62,74723.59,0,0
300,PAYMENT,969.05,C216757728,5016.4,4047.35,M386613827,0.0,0.0,0,0
394,CASH_OUT,143052.8,C306337449,255411.92,112359.12,C652866701,234799.65,377852.45,0,0
11,PAYMENT,623.83,C118430979,48704.43,48080.6,M688145219,0.0,0.0,0,0
670,CASH_OUT,68587.55,C414553035,145537.03,76949.48,C644723419,56048.12,124635.67,0,0
324,PAYMENT,236.67,C419616088,728.28,491.61,M436251306,0.0,0.0,0,0
92,CASH_IN,15646.57,C848372308,52782.38,68428.95,C782915279,167801.3,152154.73,0,0
582,PAYMENT,792.36,C447370061,18412.51,17620.15,M852350971,0.0,0.0,0,0
713,PAYMENT,2137.5,C354375103,15165.09,13027.59,M222408629,0.0,0.0,0,0
209,PAYMENT,721.01,C300035781,32430.7,31709.69,M128822203,0.0,0.0,0,0
400,CASH_IN,27134.66,C631104190,18272.43,45407.09,C391563319,21089.85,0.0,0,0
56,PAYMENT,4089.31,C692144018,5507.68,1418.37,M849404811,0.0,0.0,0,0
311,CASH_OUT,64385.51,C847557671,69270.0,4884.49,C807924543,154567.65,218953.16,0,0
274,CASH_OUT,41401.24,C236690586,86048.21,44646.97,C652538877,144173.85,185575.09,0,0
376,CASH_OUT,238372.9,C655356236,242735.41,4362.51,C699555281,220565.8,458938.7,0,0
89,PAYMENT,945.23,C675074003,25330.94,24385.71,M817130203,0.0,0.0,0,0
425,CASH_IN,8860.68,C958094766,31941.13,40801.81,C828945049,72981.43,64120.75,0,0
546,PAYMENT,1578.8,C339302423,11876.42,10297.62,M957752714,0.0,0.0,0,0
71,CASH_OUT,157882.17,C550893536,158480.51,598.34,C550973314,122764.37,280646.54,0,0
391,CASH_IN,116265.27,C679322989,175511.53,291776.8,C939078853,250102.33,133837.06,0,0
13,PAYMENT,595.48,C376420974,11552.7,10957.22,M165356765,0.0,0.0,0,0
454,CASH_OUT,126869.75,C217760228,140650.81,13781.06,C586419995,440675.89,567545.64,0,0
523,CASH_IN,30611.45,C212656468,10552.77,41164.22,C305710163,347061.4,316449.95,0,0
96,CASH_OUT,93449.55,C376341787,132153.59,38704.04,C512489554,46768.09,140217.64,0,0
399,PAYMENT,3604.55,C173669622,11668.12,8063.57,M697910013,0.0,0.0,0,0
160,CASH_IN,48376.7,C519548075,26032.79,74409.49,C915443276,185544.29,137167.59,0,0
34,PAYMENT,3658.54,C289948803,21081.5,17422.96,M714335661,0.0,0.0,0,0
277,PAYMENT,664.62,C234855118,43993.42,43328.8,M248829977,0.0,0.0,0,0
99,CASH_OUT,39415.15,C796407126,142806.26,103391.11,C453781158,184695.52,224110.67,0,0
377,CASH_OUT,117963.43,C327623058,162366.34,44402.91,C836864803,86557.09,204520.52,0,0
188,PAYMENT,1506.24,C183816912,8014.0,6507.76,M860189712,0.0,0.0,0,0
536,CASH_IN,13189.84,C130220759,17590.07,30779.91,C969753978,85319.85,72130.01,0,0
637,PAYMENT,517.44,C796353858,46715.38,46197.94,M716383894,0.0,0.0,0,0
663,CASH_IN,35170.76,C373112679,37744.06,72914.82,C392652436,570538.24,535367.48,0,0
183,PAYMENT,772.52,C554469149,15295.01,14522.49,M439518808,0.0,0.0,0,0
299,PAYMENT,1146.11,C155094861,46031.71,44885.6,M705559780,0.0,0.0,0,0
603,PAYMENT,2413.25,C805369720,23239.8,20826.55,M704423417,0.0,0.0,0,0
331,CASH_IN,228605.65,C508010861,132393.33,360998.98,C641431207,89760.19,0.0,0,0
247,TRANSFER,277791.12,C878280382,779464.72,501673.6,C749884438,52973.27,330764.39,0,0
129,CASH_IN,30326.62,C589420076,26222.68,56549.3,C123646283,724921.66,694595.04,0,0
382,CASH_IN,28610.21,C521420073,181900.71,210510.92,C708578803,75809.12,47198.91,0,0
542,CASH_OUT,146483.96,C173622875,224331.17,77847.21,C959465825,38438.49,184922.45,0,0
595,PAYMENT,1582.93,C937982089,5305.48,3722.55,M786142032,0.0,0.0,0,0
524,CASH_IN,56553.56,C117118591,12835.92,69389.48,C222643060,24488.3,0.0,0,0
599,PAYMENT,559.21,C585580230,7116.64,6557.43,M231657444,0.0,0.0,0,0
341,PAYMENT,521.11,C452396606,4041.77,3520.66,M191985204,0.0,0.0,0,0
366,CASH_OUT,28742.95,C609239148,99251.26,70508.31,C731659727,101295.57,130038.52,0,0
297,CASH_OUT,91208.09,C675448527,116636.05,25427.96,C880134685,61570.08,152778.17,0,0
280,CASH_OUT,44240.64,C253448982,79580.92,35340.28,C680084405,43548.76,87789.4,0,0
418,CASH_OUT,21467.87,C989688351,50830.83,29362.96,C366103018,9181.67,30649.54,0,0
686,CASH_IN,31825.38,C711704981,41489.7,73315.08,C465499433,43258.86,11433.48,0,0
426,CASH_IN,13966.02,C579679890,3529.81,17495.83,C770698751,102433.44,88467.42,0,0
321,PAYMENT,2966.93,C756696538,52645.84,49678.91,M167797570,0.0,0.0,0,0
35,CASH_IN,6595.72,C585422657,49295.75,55891.47,C250469164,75343.61,68747.89,0,0
521,CASH_IN,71192.18,C312652754,51068.48,122260.66,C799474997,285240.13,214047.95,0,0
25,CASH_IN,29972.26,C279847146,153518.48,183490.74,C403049212,59007.4,29035.14,0,0
65,CASH_IN,47702.29,C729539174,277886.64,325588.93,C515209270,59579.02,11876.73,0,0
688,PAYMENT,245.57,C879120531,21362.99,21117.42,M863055173,0.0,0.0,0,0
560,PAYMENT,6330.85,C447461717,9636.44,3305.59,M841462517,0.0,0.0,0,0
178,CASH_OUT,251208.74,C284741849,275218.19,24009.45,C402548983,116328.05,367536.79,0,0
242,PAYMENT,15190.96,C335100103,18979.34,3788.38,M921151241,0.0,0.0,0,0
279,CASH_OUT,25976.43,C496752183,64827.76,38851.33,C139622769,668131.85,694108.28,0,0
84,CASH_OUT,160622.24,C435873787,194783.91,34161.67,C577091370,57536.1,218158.34,0,0
205,PAYMENT,746.48,C292583441,5609.84,4863.36,M897171799,0.0,0.0,0,0
560,CASH_OUT,29843.82,C851584147,31714.06,1870.24,C887306988,203342.7,233186.52,0,0
396,CASH_OUT,19675.96,C398494023,82756.63,63080.67,C509858683,356310.04,375986.0,0,0
572,CASH_IN,23489.2,C294297371,17291.61,40780.81,C548187851,109752.83,86263.63,0,0
366,PAYMENT,198.68,C877074292,9252.86,9054.18,M739982825,0.0,0.0,0,0
406,PAYMENT,340.61,C529229305,13816.71,13476.1,M371703066,0.0,0.0,0,0
355,PAYMENT,580.46,C434884403,25847.8,25267.34,M996567087,0.0,0.0,0,0
465,CASH_OUT,194963.46,C393311309,236405.4,41441.94,C314387664,161828.56,356792.02,0,0
616,PAYMENT,5390.67,C779433225,8225.02,2834.35,M817868722,0.0,0.0,0,0
511,PAYMENT,1217.47,C443544157,2866.91,1649.44,M770945100,0.0,0.0,0,0
153,CASH_IN,127082.76,C249601795,174153.36,301236.12,C216310753,73863.07,0.0,0,0
229,CASH_IN,4777.25,C339284982,13928.79,18706.04,C198180285,27097.1,22319.85,0,0
684,PAYMENT,842.3,C155397308,20884.75,20042.45,M776264530,0.0,0.0,0,0
90,CASH_OUT,17256.08,C773621697,34869.14,17613.06,C369516844,109823.18,127079.26,0,0
573,CASH_OUT,15200.17,C551982542,36154.86,20954.69,C307981678,65952.75,81152.92,0,0
573,PAYMENT,3653.28,C375258748,16863.12,13209.84,M990559937,0.0,0.0,0,0
320,TRANSFER,28649.01,C479646240,301803.36,273154.35,C896576579,25499.25,54148.26,0,0
328,PAYMENT,1657.33,C878750148,52276.5,50619.17,M532571429,0.0,0.0,0,0
327,PAYMENT,1344.3,C814402704,20735.66,19391.36,M643633053,0.0,0.0,0,0
588,CASH_OUT,104378.57,C893698601,107706.41,3522.1702854536925,C753271292,269838.57,374217.14,0,0
336,CASH_OUT,206793.23,C894467844,393897.2,187103.97,C890818395,299167.61,505960.84,0,0
517,PAYMENT,180.79,C660100053,26507.31,26326.52,M730198518,0.0,0.0,0,0
472,CASH_IN,5899.19,C679382535,103555.98,109455.17,C823965793,205421.67,199522.48,0,0
422,CASH_IN,85355.59,C463399784,15805.22,101160.81,C981404758,228347.06,142991.47,0,0
344,CASH_OUT,150300.6,C978098672,175626.54,25325.94,C786952849,686465.7,836766.3,0,0
536,CASH_IN,44191.54,C718237104,50940.27,95131.81,C219496917,87507.09,43315.55,0,0
617,CASH_OUT,22148.71,C691693551,32540.66,10391.95,C226349718,31859.28,54007.99,0,0
450,CASH_OUT,24439.25,C261864919,46397.82,21958.57,C526815230,63572.23,88011.48,0,0
636,DEBIT,1150.4,C370130708,43437.04,42286.64,C981317107,2090.92,3241.32,0,0
294,PAYMENT,234.88,C912526663,2897.67,2662.79,M239989273,0.0,0.0,0,0
285,CASH_IN,27510.69,C524290075,54885.42,82396.11,C416737898,236831.6,209320.91,0,0
446,PAYMENT,327.92,C381078944,6587.65,6259.73,M293740726,0.0,0.0,0,0
440,CASH_OUT,14616.35,C841938685,24623.16,10006.81,C510599129,215400.18,230016.53,0,0
465,CASH_OUT,35328.71,C362215374,134872.74,99544.03,C105913113,203429.5,238758.21,0,0
29,CASH_IN,2541.74,C235900990,94562.09,97103.83,C581723424,9865.59,7323.85,0,0
688,CASH_OUT,6873.7,C580416706,31273.48,24399.78,C315045246,308605.42,315479.12,0,0
688,CASH_IN,43385.11,C416043979,250463.43,293848.54,C131729379,57620.06,14234.95,0,0
495,CASH_OUT,12992.18,C151160223,39631.83,26639.65,C131006992,125455.74,138447.92,0,0
62,PAYMENT,833.59,C638881783,44655.17,43821.58,M233493488,0.0,0.0,0,0
228,CASH_OUT,15611.55,C987428195,34187.6,18576.05,C799682118,90186.77,105798.32,0,0
117,PAYMENT,1989.1,C701883347,10104.86,8115.76,M732532654,0.0,0.0,0,0
282,CASH_OUT,48482.37,C801853410,66272.24,17789.87,C132411490,85639.34,134121.71,0,0
692,PAYMENT,412.69,C586116330,27703.54,27290.85,M768288597,0.0,0.0,0,0
155,PAYMENT,204.96,C585898449,2198.51,1993.55,M646097466,0.0,0.0,0,0
214,CASH_OUT,327589.59,C577513344,533260.71,205671.12,C237227558,201735.55,529325.14,0,0
33,CASH_IN,20380.94,C442779103,58820.86,79201.8,C795737703,142317.79,121936.85,0,0
582,CASH_OUT,21731.8,C761315461,138806.5,117074.7,C181843806,103726.46,125458.26,0,0
227,CASH_OUT,396837.72,C783240976,396837.72,0.0,C390624694,0.0,396837.72,1,0
129,CASH_OUT,17331.21,C906444477,112678.48,95347.27,C216666455,316306.06,333637.27,0,0
278,PAYMENT,1088.34,C324812500,10720.11,9631.77,M601984098,0.0,0.0,0,0
132,PAYMENT,291.71,C970652287,8729.38,8437.67,M416985395,0.0,0.0,0,0
633,CASH_IN,4814.07,C110503920,37703.32,42517.39,C797601490,126056.23,121242.16,0,0
67,PAYMENT,936.89,C308515538,4285.01,3348.12,M799033741,0.0,0.0,0,0
710,CASH_OUT,39079.59,C818293988,88793.22,49713.63,C216528172,181265.04,220344.63,0,0
224,CASH_IN,73785.39,C668638042,43909.68,117695.07,C729877760,144069.55,70284.16,0,0
679,PAYMENT,6809.41,C359655585,22686.94,15877.53,M617976327,0.0,0.0,0,0
204,CASH_IN,103489.85,C155247545,100756.58,204246.43,C610293023,86948.33,0.0,0,0
476,CASH_OUT,15039.78,C144768924,128837.9,113798.12,C793578629,35822.71,50862.49,0,0
110,CASH_IN,42809.16,C343130241,24283.76,67092.92,C866446344,118187.2,75378.04,0,0
56,CASH_OUT,218552.41,C740357925,229303.52,10751.11,C562941343,298364.76,516917.17,0,0
106,PAYMENT,6626.32,C878244690,15658.71,9032.39,M798084061,0.0,0.0,0,0
174,CASH_IN,10934.93,C633743417,294322.88,305257.81,C920340651,87303.99,76369.06,0,0
186,PAYMENT,5984.41,C698471405,8565.11,2580.7,M645888681,0.0,0.0,0,0
333,CASH_OUT,87292.1,C713713645,96299.49,8964.18002959664,C390233122,7159.63,94451.73,0,0
559,PAYMENT,2489.13,C420502953,6624.78,4135.65,M337201359,0.0,0.0,0,0
513,CASH_OUT,21632.79,C273175439,95101.83,73469.04,C509666303,47225.42,68858.21,0,0
729,PAYMENT,956.56,C367431691,17658.26,16701.7,M592939461,0.0,0.0,0,0
738,PAYMENT,355.86,C742099420,5800.34,5444.48,M856373871,0.0,0.0,0,0
402,CASH_OUT,66453.69,C211045078,75207.51,8753.82,C751544398,143779.73,210233.42,0,0
253,TRANSFER,51228.25,C820266300,87278.71,36050.46,C885460627,88887.83,140116.08,0,0
622,CASH_OUT,48255.54,C134786878,93938.53,45682.99,C508445217,151564.24,199819.78,0,0
370,PAYMENT,1214.89,C606931910,4424.55,3209.66,M966655039,0.0,0.0,0,0
662,PAYMENT,208.52,C363374639,36662.52,36454.0,M206170003,0.0,0.0,0,0
144,CASH_IN,6449.33,C720573581,73566.79,80016.12,C287908334,103930.57,97481.24,0,0
666,TRANSFER,117705.6,C153591803,158734.48,41028.88,C409564948,14646.72,132352.32,0,0
253,CASH_OUT,46517.4,C175107036,57838.44,11321.04,C312890569,59372.46,105889.86,0,0
224,CASH_OUT,143703.57,C439800221,187836.4,44132.83,C717261738,254932.07,398635.64,0,0
548,CASH_IN,50645.87,C577819202,119260.15,169906.02,C539226858,52282.76,1636.89,0,0
710,CASH_OUT,149507.93,C967968871,163286.28,13778.35,C483868667,0.0,149507.93,1,0
203,CASH_OUT,129122.61,C402996490,141793.19,12670.58,C523098607,233484.9,362607.51,0,0
661,CASH_IN,72750.82,C978663753,21155.73,93906.55,C183976876,48474.16,0.0,0,0
563,CASH_IN,16586.95,C591818991,11820.95,28407.9,C403527136,11652.62,0.0,0,0
638,PAYMENT,3689.1,C459687886,17785.17,14096.07,M929101697,0.0,0.0,0,0
658,PAYMENT,1343.67,C966982626,28881.46,27537.79,M288878825,0.0,0.0,0,0
565,TRANSFER,121118.22,C610413349,544286.34,423168.12,C503792444,61332.55,182450.77,0,0
349,DEBIT,3077.25,C143326187,13760.26,10683.01,C774987138,12859.84,15937.09,0,0
159,CASH_IN,33250.54,C774069359,542610.62,575861.16,C666815753,54861.39,21610.85,0,0
410,PAYMENT,1658.43,C495283076,6849.55,5191.12,M126554818,0.0,0.0,0,0
15,CASH_OUT,287703.24,C384094046,298273.58,10570.34,C834966627,56052.08,343755.32,0,0
351,CASH_IN,49707.04,C998364300,524390.98,574098.02,C622110588,93328.96,43621.92,0,0
36,PAYMENT,384.16,C134044581,9293.94,8909.78,M784874859,0.0,0.0,0,0
730,TRANSFER,55605.24,C373262919,71761.77,16156.53,C995446237,277113.77,332719.01,0,0
522,CASH_IN,22212.32,C405360283,210928.66,233140.98,C150200419,558.41,0.0,0,0
684,CASH_IN,13243.74,C227637613,101805.82,115049.56,C884099519,13449.92,206.18,0,0
35,CASH_IN,3112.3,C677055482,109962.58,113074.88,C528911592,90935.21,87822.91,0,0
229,CASH_OUT,168581.06,C518808669,194610.67,26029.61,C806064317,664402.13,832983.19,0,0
467,PAYMENT,9551.52,C754572718,15576.64,6025.12,M931547490,0.0,0.0,0,0
354,PAYMENT,2301.56,C359925267,94793.68,92492.12,M410936858,0.0,0.0,0,0
230,CASH_OUT,28697.63,C415106669,31754.46,3056.83,C948922624,214860.35,243557.98,0,0
449,TRANSFER,75925.84,C852968732,129106.82,53180.98,C856834212,25746.17,101672.01,0,0
521,PAYMENT,2442.09,C402078606,8130.18,5688.09,M788522065,0.0,0.0,0,0
666,CASH_OUT,134723.44,C126932331,268941.91,134218.47,C574254551,21356.87,156080.31,0,0
667,CASH_IN,288568.5,C749627214,129425.59,417994.09,C438832825,264728.17,0.0,0,0
308,CASH_IN,21520.28,C218379674,9705.27,31225.55,C578623077,137424.46,115904.18,0,0
708,TRANSFER,13315.12,C267254635,80249.91,66934.79,C647969006,172414.04,185729.16,0,0
565,PAYMENT,2303.04,C237486015,13208.53,10905.49,M520273732,0.0,0.0,0,0
246,PAYMENT,279.87,C485861237,9051.94,8772.07,M173592303,0.0,0.0,0,0
524,PAYMENT,269.19,C435308754,15804.16,15534.97,M852287428,0.0,0.0,0,0
39,CASH_IN,850110.34,C311660052,86558.73,936669.07,C161534109,358571.34,0.0,0,0
496,PAYMENT,4222.24,C911390010,15413.85,11191.61,M571305077,0.0,0.0,0,0
637,PAYMENT,1888.69,C136757584,11396.59,9507.9,M558268899,0.0,0.0,0,0
301,PAYMENT,5658.78,C224979104,35259.28,29600.5,M515369821,0.0,0.0,0,0
518,CASH_OUT,80947.07,C131804982,97627.87,16680.8,C586583319,58547.43,139494.5,0,0
594,CASH_OUT,34175.01,C118532866,54851.95,20676.94,C518831685,275954.6,310129.61,0,0
519,PAYMENT,1339.09,C117624614,24681.86,23342.77,M446281257,0.0,0.0,0,0
618,PAYMENT,2295.46,C541239147,22465.28,20169.82,M689925802,0.0,0.0,0,0
490,PAYMENT,490.43,C225834374,53063.27,52572.84,M842565972,0.0,0.0,0,0
9,CASH_OUT,17199.49,C243356777,25070.09,7870.6,C216767752,81951.37,99150.86,0,0
610,CASH_OUT,90036.11,C776289244,109415.74,19379.63,C561037399,445328.06,535364.17,0,0
97,CASH_OUT,37263.81,C486175227,106149.67,68885.86,C170160431,15317.65,52581.46,0,0
489,CASH_OUT,90773.61,C588084606,92524.34,1750.73,C684635565,270978.66,361752.27,0,0
512,PAYMENT,559.06,C705986494,39015.7,38456.64,M633633063,0.0,0.0,0,0
157,CASH_IN,25135.24,C789187251,26210.47,51345.71,C363688670,237766.95,212631.71,0,0
296,PAYMENT,5071.77,C441655794,42474.61,37402.84,M484718142,0.0,0.0,0,0
301,CASH_IN,6435.84,C447899024,171371.62,177807.46,C322755067,203771.59,197335.75,0,0
480,CASH_IN,86711.6,C668694527,43809.18,130520.78,C750196624,130698.24,43986.64,0,0
542,PAYMENT,979.32,C643169231,31599.4,30620.08,M437434180,0.0,0.0,0,0
500,CASH_OUT,22998.61,C192622087,107069.85,84071.24,C460232135,226169.06,249167.67,0,0
136,CASH_OUT,60344.06,C588575340,101949.04,41604.98,C612598826,52971.29,113315.35,0,0
476,CASH_IN,35641.39,C416821279,58379.05,94020.44,C872560071,2081.24,0.0,0,0
279,CASH_OUT,133765.32,C787104855,144663.59,10898.27,C391728092,305422.89,439188.21,0,0
186,PAYMENT,633.6,C347146143,19319.81,18686.21,M475930232,0.0,0.0,0,0
203,CASH_IN,14339.5,C187248740,9837.29,24176.79,C930144062,34221.79,19882.29,0,0
420,CASH_IN,267017.06,C976141018,38537.08,305554.14,C733085106,15660.38,0.0,0,0
669,CASH_IN,54417.93,C512149609,95651.21,150069.14,C275512187,17931.39,0.0,0,0
250,CASH_OUT,29600.68,C193979226,32567.02,2966.34,C522343222,15542.46,45143.14,0,0
469,CASH_IN,50748.7,C529440594,77490.81,128239.51,C114090922,265539.14,214790.44,0,0
256,PAYMENT,3132.17,C370627312,32327.25,29195.08,M174514040,0.0,0.0,0,0
564,CASH_OUT,29915.09,C772576965,80876.28,50961.19,C503085657,6303.58,36218.67,0,0
555,PAYMENT,84.52,C987644880,12112.22,12027.7,M987809703,0.0,0.0,0,0
354,CASH_IN,7859.24,C640938460,27063.79,34923.03,C749626578,5944.85,0.0,0,0
203,PAYMENT,1017.15,C625079620,78650.22,77633.07,M569564067,0.0,0.0,0,0
58,CASH_IN,73726.88,C207755573,19046.57,92773.45,C391346820,323988.81,250261.93,0,0
398,PAYMENT,1445.78,C339444228,14416.64,12970.86,M492266933,0.0,0.0,0,0
577,CASH_IN,78173.47,C831121602,3487.05,81660.52,C124507455,88413.12,10239.65,0,0
403,PAYMENT,670.37,C937066506,17537.09,16866.72,M181477845,0.0,0.0,0,0
58,CASH_OUT,88421.63,C765638728,110576.4,22154.77,C505282449,477822.54,566244.17,0,0
452,CASH_IN,76585.53,C319039332,362.72,76948.25,C644612489,177935.02,101349.49,0,0
208,CASH_IN,73063.95,C808636305,57877.0,130940.95,C514397988,4224.84,0.0,0,0
734,CASH_IN,47539.47,C664629796,1357.16,48896.63,C980009306,58494.28,10954.81,0,0
402,CASH_OUT,35782.4,C501470069,70406.96,34624.56,C682559940,257286.68,293069.08,0,0
552,CASH_OUT,59676.32,C327130785,84159.25,24482.93,C833901482,183173.54,242849.86,0,0
418,PAYMENT,1568.16,C967986013,4755.17,3187.01,M859449255,0.0,0.0,0,0
540,PAYMENT,1693.74,C548035593,41027.53,39333.79,M790962862,0.0,0.0,0,0
733,CASH_OUT,113568.34,C207787972,129360.42,15792.08,C730873470,10727.78,124296.12,0,0
350,CASH_IN,8067.32,C271377387,14698.72,22766.04,C393146884,51732.65,43665.33,0,0
14,CASH_IN,32063.09,C572612648,45667.07,77730.16,C332290176,7817.57,0.0,0,0
686,PAYMENT,2625.08,C586078326,23919.48,21294.4,M119035567,0.0,0.0,0,0
618,PAYMENT,596.23,C832796807,9924.39,9328.16,M423986987,0.0,0.0,0,0
228,CASH_OUT,13073.74,C757187823,17657.26,4583.52,C158533904,157932.82,171006.56,0,0
170,PAYMENT,1629.82,C165206539,18361.82,16732.0,M666655411,0.0,0.0,0,0
235,CASH_OUT,50088.31,C946234863,58096.22,8007.91,C489068233,252024.52,302112.83,0,0
688,TRANSFER,37895.57,C468748873,145313.51,107417.94,C212912098,157248.06,195143.63,0,0
609,TRANSFER,253511.69,C726594297,330314.72,76803.03,C121893313,113793.23,367304.92,0,0
28,PAYMENT,507.91,C632731050,55771.49,55263.58,M723666761,0.0,0.0,0,0
443,CASH_OUT,22809.0,C673788890,79139.72,56330.72,C990666319,128061.38,150870.38,0,0
320,CASH_IN,72502.3,C913964374,144183.28,216685.58,C391498275,88307.65,15805.35,0,0
188,PAYMENT,290.53,C478192868,11120.15,10829.62,M177466235,0.0,0.0,0,0
443,PAYMENT,1907.21,C173970775,5480.63,3573.42,M518302377,0.0,0.0,0,0
16,PAYMENT,679.29,C225286302,1156.17,476.88,M962676587,0.0,0.0,0,0
376,TRANSFER,92280.36,C751894687,137032.83,44752.47,C657728096,204706.55,296986.91,0,0
592,CASH_IN,22334.17,C222428938,376641.6,398975.77,C433784454,252406.81,230072.64,0,0
566,PAYMENT,409.62,C249615183,22108.1,21698.48,M114606746,0.0,0.0,0,0
353,CASH_IN,24206.5,C734820505,259110.34,283316.84,C661897840,219776.98,195570.48,0,0
470,CASH_OUT,101373.52,C517941411,110239.91,8866.39,C317911619,76112.61,177486.13,0,0
564,CASH_OUT,59289.63,C102448897,119396.11,60106.48,C340426093,30375.17,89664.8,0,0
715,CASH_OUT,93323.97,C734057984,197666.55,104342.58,C590657804,156528.04,249852.01,0,0
109,CASH_IN,21300.6,C497747627,44029.85,65330.45,C169903575,403146.76,381846.16,0,0
62,CASH_OUT,130130.56,C688354323,139011.34,8880.78,C848079964,40558.27,170688.83,0,0
397,CASH_OUT,236315.67,C210616498,245239.85,8924.18,C249599450,196301.42,432617.09,0,0
689,PAYMENT,6902.33,C281224345,8848.04,1945.71,M943330492,0.0,0.0,0,0
230,CASH_IN,17185.5,C241591432,15895.98,33081.48,C346533894,15358.91,0.0,0,0
109,PAYMENT,336.84,C212839245,11060.37,10723.53,M542284654,0.0,0.0,0,0
250,CASH_IN,79756.01,C805152578,142176.82,221932.83,C735442681,19423.3,0.0,0,0
140,CASH_IN,75280.68,C507085943,115706.34,190987.02,C752565787,61454.16,0.0,0,0
91,CASH_OUT,33132.97,C889808708,40230.02,7097.05,C399900757,31733.24,64866.21,0,0
157,CASH_OUT,43365.91,C352618600,51925.73,8559.82,C568813536,38635.82,82001.73,0,0
448,TRANSFER,50439.88,C708887931,140035.26,89595.38,C446041405,90901.04,141340.92,0,0
158,CASH_OUT,408654.56,C291107128,431016.34,22361.78,C133851017,43248.58,451903.14,0,0
321,CASH_IN,46776.24,C675041819,71458.1,118234.34,C291157974,5610.82,0.0,0,0
396,PAYMENT,1366.82,C107098251,31098.98,29732.16,M420076550,0.0,0.0,0,0
547,PAYMENT,238.03,C169605498,2492.68,2254.65,M307531011,0.0,0.0,0,0
402,PAYMENT,188.39,C217283608,8570.9,8382.51,M371930856,0.0,0.0,0,0
296,CASH_OUT,34892.23,C907588324,136917.56,102025.33,C774105287,124752.06,159644.29,0,0
631,TRANSFER,41547.88,C661485954,148295.88,106748.0,C448896762,29124.27,70672.15,0,0
19,PAYMENT,644.58,C286123145,5859.83,5215.25,M705416946,0.0,0.0,0,0
44,CASH_IN,132760.9,C443528503,15782.67,148543.57,C861407985,67744.35,0.0,0,0
419,CASH_IN,50295.56,C314104997,27863.66,78159.22,C189192762,90290.12,39994.56,0,0
84,CASH_OUT,185983.92,C935100157,214226.38,28242.46,C798364913,22713.08,208697.0,0,0
299,CASH_IN,55718.25,C532549944,10577.72,66295.97,C231149717,56296.1,577.85,0,0
8,TRANSFER,593411.79,C394360836,1024381.73,430969.94,C542952594,87851.08,681262.87,0,0
89,CASH_OUT,169616.29,C510375919,181746.33,12130.04,C990989295,153760.54,323376.83,0,0
36,TRANSFER,81843.66,C157429806,134502.68,52659.02,C414337377,582810.22,664653.88,0,0
90,PAYMENT,1328.39,C858643947,37329.4,36001.01,M182545567,0.0,0.0,0,0
379,PAYMENT,140.61,C499738338,13427.51,13286.9,M232261314,0.0,0.0,0,0
92,PAYMENT,214.71,C536261911,17444.43,17229.72,M266870244,0.0,0.0,0,0
594,TRANSFER,15104.38,C591111177,19016.63,3912.25,C857847428,128665.45,143769.83,0,0
210,CASH_OUT,54609.33,C967884137,83408.53,28799.2,C279591382,24581.1,79190.43,0,0
397,CASH_OUT,72188.6,C679865594,87044.41,14855.81,C533752656,1925.62,74114.22,0,0
483,CASH_IN,70252.77,C375796835,55367.76,125620.53,C328958185,33202.44,0.0,0,0
536,CASH_IN,68625.33,C635106520,10092.03,78717.36,C204608995,8549.37,0.0,0,0
470,CASH_OUT,83062.91,C367919829,84594.74,1531.83,C595201562,184719.77,267782.68,0,0
660,CASH_IN,26009.0,C238867096,18816.15,44825.15,C433747975,59247.7,33238.7,0,0
498,CASH_OUT,300588.66,C916749311,303196.23,2607.57,C917395629,23242.67,323831.33,0,0
38,PAYMENT,6393.77,C127047859,20163.77,13770.0,M677632696,0.0,0.0,0,0
56,CASH_OUT,57456.23,C829860969,71689.99,14233.76,C895297548,32380.78,89837.01,0,0
541,CASH_IN,59310.69,C441026482,73434.87,132745.56,C164174702,40722.26,0.0,0,0
618,PAYMENT,3087.51,C387697581,8073.97,4986.46,M817182135,0.0,0.0,0,0
691,PAYMENT,769.84,C491289969,57590.14,56820.3,M325514130,0.0,0.0,0,0
